ID,Name,Owner,Mailing_Address,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat
796,BURRITO BOYZ,Vernice Osinski,789 WARDEN AVE,5472854639,4138463784,ph@acfldixv.sik,nwhLVDJWWvaY5 @ xnq .com,Over 20 years,Y,Own,24,19,27,145,8,53,N,Y,Y,N,Chinese,Y,Average,510261,156012,164308,12479,3989,4018,Y,4,-79.28615,43.72605
797,BURRITO BOYZ,Bronwyn Reichert,1736 QUEEN ST W,6814891682,2877652537,vfyhucmbsr@icdlq.vqt,t0ZsGyBCn27EU @ lvn .com,1-5 years,N,Own,10,6,14,77,64,83,Y,N,Y,N,Indian,Y,Low-end,195463,79026,161216,8735,5569,7205,Y,5,-79.44597,43.63893
798,BURRITO BOYZ,Fredric Lindgren,575 COLLEGE ST,7188296391,2433894185,gpcj@v.jwh,aWQmeNzxeBOCn @ oek .com,Under 1 year,N,Lease,16,18,19,139,59,64,Y,Y,Y,N,Japanese,N,Low-end,248788,40967,125810,5681,1579,2872,Y,1,-79.41305,43.65538
799,BURRITO PLACE,Rufus Bode,5653 YONGE ST,2616936154,3262986391,n@yd.aob,QASEQLQ9Fup2h @ ttp .com,6-10 years,Y,Lease,50,3,51,131,38,73,Y,N,Y,N,Greek,N,Average,286738,164545,312610,7056,1351,7693,Y,4,-79.41557,43.78136
800,BUSAN GALMAEGI,Loren Bauch,"5935 YONGE ST, Bldg-5935",9852575729,7341733964,yn@obrnq.axm,UmCjoTyeQcLe6 @ ygb .com,1-5 years,N,Lease,58,19,2,89,9,95,Y,N,N,N,Thai,N,Low-end,245663,57679,60281,5133,1126,1259,N,0,-79.41709,43.78744
801,BUSTERS RESTAURANT,Yaeko Prohaska,1539 KINGSTON RD,9351852463,6593245162,hruvzy@gpdsmx.ibo,RkDfmYfwDCObx @ ehj .com,1-5 years,Y,Lease,61,11,8,120,21,82,N,N,Y,N,Vietnamese,N,Average,326658,163800,183963,6881,1057,3875,N,0,-79.26811,43.68945
802,BUTCHER BAR,Bradley Wisoky,287 RONCESVALLES AVE,4124258925,4715897962,ifa@cbefw.hsw,wTm0iGGeS5IcB @ gnq .com,6-10 years,Y,"Lease, want to purchase",48,9,23,129,21,69,Y,Y,N,N,Greek,Y,High-end,716955,163049,457418,24058,2051,15349,Y,4,-79.44943,43.64763
803,BUTCHERY-RICHTREE NATURAL MARKET RESTAURANTS,Royce Jones,1 DUNDAS ST W,8963966125,9567899754,dsp@c.trc,amLrUZY6cXXsK @ jvg .com,1-5 years,N,Own,46,11,15,83,13,96,Y,N,N,Y,Chinese,Y,Low-end,184304,21059,21655,3771,825,443,N,0,-79.38044,43.6562
804,BUTTER CHICKEN FACTORY,Robert Collier,556 PARLIAMENT ST,2512969421,3829532193,srwmpjdouc@kr.wyp,UBQQtveNN41Jf @ ddl .com,6-10 years,Y,Own,65,5,13,102,0,52,Y,N,N,N,Others,N,Average,335105,158493,181358,9883,1467,5349,N,0,-79.3692,43.66698
805,BUTTER CHICKEN ROTI,Loni Strosin,1030 BLOOR ST W,6237269851,6832658614,mhzjpyqo@syxcn.rjb,sa6i4QJ0S976k @ avh .com,Under 1 year,N,Own,33,17,13,118,51,79,Y,Y,Y,Y,Mediterranean,Y,Low-end,238936,46324,50835,8109,874,1725,N,0,-79.43147,43.66082
806,BUTTER CHICKEN ROTI,Cara Lakin,646 YONGE ST,7685619354,4588144763,rjq@svhmdgy.qgy,VaTxQaDWxZOoP @ ift .com,1-5 years,N,Lease,40,18,14,77,10,71,Y,Y,Y,N,Korean,N,High-end,697446,189605,205164,17255,2039,5076,N,0,-79.38553,43.66676
807,BUTTER CHICKEN ROTI,Oda Harris,201 KING ST E,8934594753,8545396218,pbghs@praqlnxes.fbv,uuvL29ZbjJ38V @ vsw .com,Under 1 year,Y,Lease,50,4,55,108,26,90,Y,Y,Y,Y,Italian,Y,Average,263031,91050,373604,5796,100,8233,Y,2,-79.36982,43.65084
808,BUTTER CHICKEN ROTI,Pauletta Schultz,"861 YORK MILLS RD, Unit-7",5675717396,1361951967,dai@ocmk.dgc,1GmkX62FQ4vBh @ bzy .com,Over 20 years,N,Lease,24,15,12,153,12,97,Y,N,Y,N,Japanese,N,High-end,566162,180142,287520,12898,3045,6550,Y,3,-79.35123,43.75431
809,BUTTER CHICKEN ROTI,Wai Emard,1610 QUEEN ST E,5312734592,3755418653,lyam@jqbcufri.vbr,5TMde37tfexX0 @ fwr .com,1-5 years,N,Own,21,7,36,104,36,48,Y,N,Y,N,Italian,N,Low-end,169052,3365,137995,4560,1001,3722,Y,1,-79.3169,43.6665
810,BUTTER CHIKCEN ROTI,Adelle Toy,1041 COXWELL AVE,6426493846,8172196391,fyhgckmiz@bt.uvi,XEJeJpIHfo0bm @ eff .com,1-5 years,Y,Own,10,6,18,84,41,69,Y,N,Y,N,Mexican,N,Average,204012,32820,29311,4762,1267,684,N,0,-79.32898,43.69743
811,BUZZ BUZZ PIZZA,Kaitlin Smith,822 WILSON AVE,5825788593,9756171432,zgeq@riugdt.pvx,cwOu47aSSsz6c @ hzf .com,1-5 years,N,Own,25,6,17,166,11,96,N,Y,Y,N,Korean,N,High-end,609468,291047,219291,17505,4578,6298,Y,5,-79.46677,43.73093
812,BY CHLOE YORKDALE,Jeraldine Considine,"3401 DUFFERIN ST, Unit-601B",8243793872,3729144736,kzuoypqjnf@ma.tsb,I4ExboMmagDWl @ svf .com,1-5 years,N,Lease,32,2,16,82,26,50,Y,N,Y,N,Italian,N,Low-end,152709,64392,162391,4720,2257,5019,Y,5,-79.45147,43.72608
813,BY DAVE,Vance Ondricka,3600 BATHURST ST,8616599364,7525426714,qmuzrejsl@cayz.rfq,OutsqRz0NuxhZ @ jsc .com,6-10 years,N,Own,51,8,1,97,49,83,Y,Y,Y,N,Mexican,N,Low-end,168849,19480,21413,5989,941,759,N,0,-79.43308,43.73112
814,BY THE WAY CAFE,Heide Turcotte,400 BLOOR ST W,6851891928,4518129524,phrg@qb.ruy,2dESIqnoTi2Cz @ muk .com,Over 20 years,N,Own,40,1,24,112,9,87,Y,Y,N,N,Mexican,N,Average,357078,120161,133506,15958,3500,5966,Y,2,-79.40756,43.66599
815,BYBLOS,Deon Gislason,11 ED MIRVISH WAY,6418639437,3421645473,lmhqw@cglx.wqy,yJGxdjTsxRk7p @ ypo .com,1-5 years,N,Lease,35,17,28,160,16,96,N,N,N,N,Indian,N,Average,303489,32640,262855,6930,687,6002,Y,5,-79.38807,43.64753
816,BYBLOS,Na Cremin,2537 YONGE ST,8745436587,3729456395,zsa@d.sij,eA4VKrczZQDr0 @ zby .com,1-5 years,Y,Own,5,1,16,165,3,46,Y,Y,N,N,Japanese,N,Low-end,121200,23757,101649,2641,1149,2214,Y,2,-79.39941,43.71301
817,BYMARK,Cleo Koch,66 WELLINGTON ST W,3976596258,1244267521,rovaskhmf@nsyhzkwi.hcx,FXl3hDfAIpcsj @ lcu .com,11-20 years,Y,"Lease, want to purchase",28,18,30,83,4,96,Y,N,Y,N,Indian,N,Average,240337,1586,140615,5022,1586,2938,Y,3,-79.38123,43.64724
818,Baka Gallery Cafe,Bradley Will,2256 BLOOR ST W,4768574539,9829433957,kq@lzokudy.yuk,yZXQ5mtGCei71 @ ggg .com,6-10 years,Y,"Lease, want to purchase",28,3,10,119,34,94,Y,Y,Y,Y,Chinese,N,Average,317051,102012,93684,6488,1451,1917,N,0,-79.4776,43.6511
819,Banh Mi Metro,Shelton Swaniawski,2055 LAWRENCE AVE E,7939264579,9784531924,jsqwbyif@djfvklmoci.pva,EiRmtLcEM2omR @ tqu .com,11-20 years,N,Lease,53,2,17,166,61,80,N,N,Y,N,Vietnamese,Y,Average,442079,59675,65151,15003,45,2211,N,0,-79.29389,43.74532
820,Bar Karma,Vernon Batz,512 QUEEN ST W,4822852473,8538568453,p@ptvmdb.jse,NA,11-20 years,Y,Own,52,14,15,101,36,56,Y,N,Y,N,American,N,Low-end,235479,25561,28040,7414,3277,882,N,0,-79.40156,43.64769
821,Barans Turkish Cuisine and Bar,Shannon Upton,2043 EGLINTON AVE E,5493844932,6481757318,yavkgb@ozpbju.akw,SB3Fsu5uBRc0H @ rfk .com,Under 1 year,N,Own,18,8,3,100,3,92,Y,Y,N,N,Greek,Y,Average,314570,117367,111331,8486,1531,3003,N,0,-79.2808,43.72891
822,Bawachi Indian Cuisine,Charlette Keeling,"1949 KENNEDY RD, Unit-1",7352164219,1476936289,helvy@ndamecsfxk.wyu,L7JNRwSBEbtjc @ uab .com,Under 1 year,Y,Own,21,17,1,117,25,94,Y,Y,Y,N,Chinese,Y,Low-end,238414,7330,7214,7549,1138,228,N,0,-79.28163,43.76859
823,Beach Hill Smokehouse,Mee Runte,429 DANFORTH AVE,1261534571,4151468925,sl@oiwexgfh.ivz,NA,1-5 years,Y,Own,5,4,1,134,24,61,Y,Y,Y,N,Chinese,Y,Average,421181,60170,68411,13018,3085,2114,N,0,-79.35086,43.67754
824,Beavertails Lodge,Karla Ratke,361A OLD FINCH AVE,7841732361,6897562354,bapyvr@eqatrph.txo,AQakxqXagVWgv @ qgg .com,11-20 years,N,Own,50,10,11,115,2,82,Y,Y,Y,N,Chinese,N,High-end,691954,246802,254213,22736,2219,8352,N,0,-79.18672,43.82536
825,Beefing With 7,Stanford DuBuque,382 SPADINA AVE,4355231684,5473686395,p@eqjsdnrltf.iry,Qb8tfkpb5PcLU @ lby .com,1-5 years,N,Lease,42,4,36,148,14,69,Y,Y,N,N,Vietnamese,Y,Low-end,184468,21707,159765,4302,1391,3726,Y,5,-79.39937,43.6553
826,Bejing Tong Ren Tang,Winford Keebler,4577 STEELES AVE E,2749277351,5799676491,z@uc.njh,5X2bcotisCl2g @ acq .com,11-20 years,N,Own,31,18,7,133,51,88,Y,Y,Y,N,Indian,Y,Average,413578,231489,241572,14671,3476,8569,N,0,-79.30618,43.8237
827,Bella's Lechon,Lore Harber,"1145 MORNINGSIDE AVE, 17 -18",2756384972,5365484137,betcnq@lws.epg,md47s1ak7YMLh @ ktu .com,11-20 years,Y,Lease,59,17,32,98,7,41,Y,N,N,N,Mexican,Y,Low-end,215584,8457,86311,5120,1051,2050,Y,5,-79.19918,43.80125
828,Bengali Sweets,Arielle Greenfelder,"3300 MCNICOLL AVE, A17",7387244753,7591566732,vlcdabehty@riynmsb.hkp,n5E4XALL86V55 @ mrd .com,Under 1 year,Y,Lease,13,11,14,78,16,62,N,Y,Y,N,Mediterranean,Y,Average,247824,48444,50853,5400,1838,1108,N,0,-79.26102,43.82073
829,Big Bee Convenience and Food Mart,Sage Weimann,1463 DAVENPORT RD,1531622143,4818422135,qpnfocaeir@hyfbqcl.izo,NA,11-20 years,N,Lease,46,4,10,124,55,55,Y,Y,Y,N,American,N,Average,317380,47014,43962,9993,2118,1384,N,0,-79.44346,43.67223
830,Big Boy's Burgers,Cornelius Schaefer,"2851 KINGSTON RD, Unit-A",6474196532,5644755472,ltvopxg@grtlxbdqw.xbs,opjRtzoyRblKg @ yxi .com,1-5 years,N,Lease,51,6,49,137,8,75,Y,Y,Y,N,Indian,N,High-end,743224,101658,230663,19981,4859,6201,Y,1,-79.23605,43.72161
831,Big Boy's Burrito,Nick Upton,1062 KINGSTON RD,2676957695,1348979523,razi@qzh.sfg,1SNH5SwBv9Wst @ cdy .com,1-5 years,N,Lease,66,18,12,166,30,64,Y,Y,Y,N,Mediterranean,Y,Average,352694,57936,348554,11168,302,11037,Y,1,-79.283690000000007,43.68105
832,Big Fat Burrito,Clayton O'Conner,"238 AUGUSTA AVE, Ground Fl",1384719783,3818759216,u@tazfs.zxg,UPOgF0bveEBBv @ ozc .com,Under 1 year,N,Lease,51,18,19,81,66,49,Y,Y,N,N,Mexican,Y,Average,409859,216867,242607,9559,3602,5658,N,0,-79.40237,43.65541
833,Bihari Kebob House,Carola Braun,"1145 MORNINGSIDE AVE, Unit-39Cm",8121529657,1741594568,bogfswdn@fiyluj.mjq,Z1oM9GE5q6tPV @ puc .com,1-5 years,N,Lease,34,12,49,117,32,52,N,Y,Y,N,Greek,N,Average,375069,128740,217008,8909,3770,5154,Y,2,-79.19918,43.80125
834,Bonjook,Freeda Prohaska,2196 BLOOR ST W,4353159853,1247537634,hzrq@feoqilbvx.xqo,nZNKBdiGXBHIw @ gzz .com,1-5 years,N,Own,28,6,19,160,28,71,Y,Y,Y,N,Greek,N,Low-end,145616,37994,34509,5743,1137,1361,N,0,-79.47546,43.65158
835,Bramble,Elbert Stiedemann,2956 BLOOR ST W,6183169841,1344392569,xqdjgmzryl@wgucm.qtw,nLKs0Lbmoe4wW @ byb .com,6-10 years,Y,"Lease, want to purchase",13,10,32,166,32,60,Y,Y,Y,N,Italian,N,Low-end,140706,59331,137199,5147,1326,5018,Y,1,-79.5085,43.64828
836,Bukhara Grill,Art Lynch,2241A BLOOR ST W,5786938397,8566276145,hwszyux@iuzcofxmha.qga,Exb2CtC2Xfw9y @ aed .com,11-20 years,N,Own,63,13,14,70,33,50,Y,Y,N,N,Others,N,Low-end,257998,50708,53202,9624,143,1984,N,0,-79.47688,43.6508
837,Burger King,Danial Cormier,3003 DANFORTH AVE,5292744832,8962538194,yust@f.qed,9f5qRB6OQJNAd @ aqd .com,1-5 years,Y,Lease,14,8,28,160,22,46,N,Y,Y,N,Indian,Y,High-end,412762,40743,461761,13567,514,15178,Y,5,-79.2887,43.69064
838,Burger Stomper,Shad Price,364 DANFORTH AVE,9532419673,4571299653,ahsdiuekq@fkmo.iep,INCrFA52idrEX @ tuk .com,11-20 years,Y,Lease,30,4,8,119,37,79,Y,Y,Y,N,Vietnamese,N,Average,390744,21188,20337,15412,188,802,N,0,-79.35246,43.67771
839,C'EST BON RESTAURANT,Shad Ryan,"2685 YONGE ST, Unit-2",1255739437,4632816815,gw@vsfnr.irt,qJD3mOKGyq4hI @ iyr .com,1-5 years,N,Lease,31,2,13,155,54,80,Y,Y,N,N,Greek,N,Average,207682,22358,24586,7597,162,899,N,0,-79.40006,43.71688
840,C'EST WHAT?,Dewayne Russel,67 FRONT ST E,7599766394,9159215478,syjthdw@htqpmb.eva,rYYOtBpIoH7ND @ aje .com,11-20 years,Y,Lease,57,8,60,162,29,94,N,Y,Y,N,Vietnamese,N,High-end,712671,201812,319121,18994,3714,8505,Y,5,-79.37355,43.64851
841,C.C. LOUNGE & WHISKY BAR,Lionel Aimonetti,45 FRONT ST E,1421527256,1686795687,fmswzeu@kfgb.ome,VYjK6JKUdJA7D @ gqg .com,1-5 years,N,Lease,9,18,19,120,65,85,Y,N,Y,N,Japanese,N,Low-end,132646,18241,20283,5577,1804,852,N,0,-79.37442,43.64789
842,C5 RESTAURANT & LOUNGE,Chau Stracke,"100 QUEEN'S PARK, Unit-2",6857285279,2431725914,exrajnvcfk@tlreiwhjsg.ciq,0cD2uVzqos0Sg @ tew .com,1-5 years,Y,Own,62,18,28,122,25,74,N,Y,Y,N,Mexican,N,High-end,577192,160960,338830,14478,1906,8499,Y,2,-79.39477,43.66843
843,CABANA POOL BAR,Jc Russel,11 POLSON ST,8511527854,7527525472,nojwckiv@znhdsavcmo.xzv,EnoQwKGbpDugo @ biy .com,11-20 years,Y,Own,26,1,28,92,28,88,Y,Y,Y,N,Korean,Y,High-end,710335,225262,495139,29076,9079,20267,Y,5,-79.35471,43.6411
844,CABANO'S COMFORT FOOD,Serina Aimonetti,"75 ST NICHOLAS ST, Unit-104-105",2344652956,1579857569,w@p.abd,GXdu00Rjeoec5 @ jev .com,Over 20 years,N,Lease,36,2,53,72,17,62,Y,N,Y,N,Mediterranean,Y,Average,330046,103217,212580,12312,6408,7930,Y,5,-79.38639,43.66771
845,CABIN FEVER,Dominique Hand,1669 BLOOR ST W,7238198195,3591249186,obqt@twinuofs.tif,SSngFdr3Sw1ij @ yeh .com,Under 1 year,N,Own,26,1,13,80,32,95,Y,Y,N,N,Chinese,Y,Average,196364,72686,148208,8256,3816,6231,Y,5,-79.45659,43.65527
846,CACAO 70,Burton Carter,485 QUEEN ST W,9217838142,6744938793,rp@veirlgjyo.ezq,NIAPTAINiveKF @ khz .com,1-5 years,Y,Own,51,6,26,70,5,74,N,N,Y,N,Japanese,N,High-end,430163,144914,473609,14795,3586,16290,Y,4,-79.39799,43.64834
847,CACAO 70,Brice Bechtelar,55 MILL ST,5145237584,8424589872,t@waxqz.lmo,p7D9w2MQsxjNN @ rtq .com,11-20 years,Y,Lease,68,8,21,89,31,77,Y,Y,Y,Y,Greek,N,High-end,768800,280375,527121,21989,2642,15076,Y,5,-79.35803,43.65072
848,CACTUS CLUB CAFE,Darius Kilback,"25 THE WEST MALL, Unit-700",4184526417,5321382369,ea@eqo.ogi,JpZ0U6hnmupsg @ vkc .com,6-10 years,N,Lease,26,10,1,91,28,78,Y,Y,Y,N,Greek,Y,Average,288725,68690,75642,10969,451,2873,N,0,-79.55597,43.61265
849,CACTUS CLUB CAFE,Britteny Sporer,100 KING ST W,6952531579,4853529751,trvlyja@nv.phj,8qB8sKLO0bLc1 @ bsf .com,Under 1 year,Y,Lease,39,12,25,141,39,54,Y,N,Y,N,Japanese,N,Low-end,255189,84046,143504,9695,870,5452,Y,1,-79.38376,43.64873
850,CACTUS ROSADO,Walter Marquardt,26 BALDWIN ST,4899354562,2176731346,zoikyal@fguxq.jvw,j7IVtWDzguJFo @ bkm .com,1-5 years,N,Lease,24,5,43,95,0,45,N,Y,Y,N,Mexican,Y,Low-end,120520,11342,86002,3282,1258,2342,Y,4,-79.39359,43.65627
851,CAFE  NATURALIS  INC,Mari Ankunding,2198 QUEEN ST E,4651683845,9379873461,mszrglh@mjdptwryc.gzy,C2vPVXFRwu8me @ zur .com,Under 1 year,N,Lease,64,2,26,73,11,50,Y,Y,N,N,Others,Y,Low-end,258671,108592,206032,8906,495,7094,Y,5,-79.28984,43.67239
852,CAFE 500,Effie Morissette,901 LAWRENCE AVE W,2548161829,2687698567,eavg@zv.ifw,EdsrUBAbxGXYh @ fbd .com,11-20 years,Y,Own,26,11,57,162,66,46,Y,N,Y,N,Japanese,N,High-end,540233,321683,585053,13149,8067,14239,Y,3,-79.45675,43.71301
853,CAFE 512,Romeo Monahan,1376 ST CLAIR AVE W,1642453458,4729474189,dmrc@fbdxrnve.lsk,NA,1-5 years,N,Own,20,13,47,162,13,94,Y,N,Y,N,Chinese,Y,Low-end,128059,5761,99349,4078,279,3163,Y,1,-79.45021,43.67662
854,CAFE 513,Isidro Vandervort,513 MARLEE AVE,4952652154,8568249274,cmw@kiyrqep.jbt,Qft4ZG2DpSiL0 @ etm .com,Under 1 year,N,Lease,16,16,44,73,33,87,Y,N,Y,N,Vietnamese,N,Low-end,128712,66174,84964,3818,890,2520,Y,1,-79.44304,43.70856
855,CAFE BAR GRACIOSENCE,Walton Will,2102 DUNDAS ST W,4627628296,3294154865,kcrs@hprsvwglt.kby,DMRzD0tbCD0n4 @ nke .com,6-10 years,N,"Lease, want to purchase",59,13,50,154,16,48,N,N,Y,N,Italian,Y,Average,188784,18008,106496,5142,103,2900,Y,1,-79.44886,43.65247
856,CAFE BELONG,Merna Hansen,550 BAYVIEW AVE,9844925147,2947931973,wcvkj@zlvyk.blc,JfKwPNrqNbnJ7 @ cno .com,1-5 years,N,Lease,31,1,67,87,14,85,Y,Y,Y,N,Mediterranean,N,Low-end,210242,85365,104607,4271,451,2125,Y,5,-79.36563,43.68379
857,CAFE BOULUD,Herman Bruen,60 YORKVILLE AVE,6923168631,8477522719,ncsqr@fpnj.fvx,1GNfa3rQG8TgZ @ fxe .com,Under 1 year,N,Own,42,14,7,162,69,71,Y,N,N,Y,Others,N,Average,246188,155201,176434,8476,1676,6075,N,0,-79.38975,43.67163
858,CAFE CANCAN,Ashlee Larson,89 HARBORD ST,9474721842,5922545378,mf@ebv.ykd,IAhfa2BtSyxff @ bhm .com,1-5 years,Y,Lease,24,9,12,119,23,53,Y,N,Y,N,American,N,Low-end,261591,17084,125448,7532,996,3612,Y,3,-79.40341,43.66279
859,CAFE COCORO,Jonah Cummings,1989 DANFORTH AVE,7818166917,6482741246,s@gezy.hpd,vCN6VlCkYnuaF @ rbg .com,6-10 years,N,Own,56,5,55,104,10,94,Y,Y,N,Y,Thai,N,Low-end,216497,66151,85543,4412,2292,1743,Y,1,-79.3149,43.68503
860,CAFE CON LECHE,Craig Gaylord,1571 DUPONT ST,5817684268,7817943217,lv@gcqtioyshd.tfw,c6EcQaUMFytZP @ xzt .com,1-5 years,N,Lease,27,13,61,70,66,91,Y,Y,N,N,Chinese,N,High-end,498928,198761,513708,13406,1575,13803,Y,3,-79.4533,43.66514
861,CAFE CREPE,Carlene Fritsch,246 QUEEN ST W,8975739743,6485272374,xabmfd@gt.znf,LyhUBnD0dRzE2 @ ydm .com,Over 20 years,N,Lease,43,11,11,76,36,57,N,Y,Y,N,Chinese,N,Average,414330,70068,75451,13194,649,2402,N,0,-79.39084,43.65003
862,CAFE DAILY,Drew Raynor,"5519 YONGE ST, Unit-200",7131734597,5264691852,ovgrahwki@sdgkctj.iou,2hux97YlQ5DSc @ cly .com,6-10 years,N,Own,6,3,11,157,68,74,Y,N,Y,N,Mediterranean,Y,Low-end,203638,76385,84184,6759,2153,2794,N,0,-79.41481,43.77838
863,CAFE DE MELBOURNE,Isreal Grant,193 CHURCH ST,3217929182,2635869675,dzywvhbq@onjxbiy.smr,4HXNk6wZW15IU @ lee .com,1-5 years,Y,Own,64,17,63,95,49,73,N,N,Y,N,Indian,N,Low-end,147269,40325,155751,5996,2711,6342,Y,4,-79.50962,43.70816
864,CAFE DINAH E,Louis Dicki,"124 EGLINTON AVE W, Unit-3",9517139683,6438757328,x@cstgkwj.vao,0koKFZt9h1KM5 @ bmd .com,Under 1 year,N,Lease,58,8,37,121,11,44,Y,Y,Y,N,Italian,N,Low-end,144523,17445,150773,6270,125,6541,Y,5,-79.40248,43.70616
865,CAFE DIPLOMATICO,Angelena Heathcote,594 COLLEGE ST,7367295781,8436815386,kgnsmdav@oemtl.asd,QgjlunB1FMTuK @ oaj .com,Over 20 years,N,Lease,6,2,14,81,0,46,Y,Y,Y,N,Vietnamese,Y,Average,259833,47406,49725,7707,1266,1475,N,0,-79.41381,43.65524
866,CAFE EMJOY,Ignacia Walsh,"855 BROADVIEW AVE, Unit 102",6849154791,8259577369,troyc@iseryjgq.gqw,WZKUILKXwecJm @ nmx .com,1-5 years,N,Lease,7,7,5,85,19,52,Y,Y,Y,N,Vietnamese,N,Low-end,190269,88614,86575,5701,1038,2594,Y,5,-79.35786,43.6796
867,CAFE ENCONTRO,Cathryn Ullrich,258 LANSDOWNE AVE,1347318293,3596928369,txk@kzbevwpcna.foc,0DgQDfMLzpaio @ qzb .com,11-20 years,N,Own,57,11,12,134,51,82,Y,Y,Y,N,Indian,N,Average,377703,161470,150877,7674,2459,3065,N,0,-79.44019,43.65139
868,CAFE EUROPA,Monte McKenzie,376 BROWNS LINE,2696215238,4611784832,zahf@drkip.kuy,Ec0Tm7SbtoTsl @ csr .com,Under 1 year,N,Own,59,15,1,124,28,77,N,N,Y,N,Greek,N,High-end,605441,168190,149748,15534,6354,3842,N,0,-79.54506,43.60056
869,CAFE LA GAFFE,Mara Moore,24 BALDWIN ST,6785916438,7237984896,hwpcyi@ufptvbwx.mia,MYaW3FQARPy1u @ blh .com,11-20 years,N,Lease,16,5,7,134,16,40,Y,Y,Y,Y,Italian,N,High-end,708024,10165,11283,25167,6032,401,N,0,-79.39328,43.65604
870,CAFE LANDWER,Malissa Frami,165 UNIVERSITY AVE,1532654286,2577958329,hx@hnxlwrt.wbt,cG3guqpsb7FZ6 @ rrp .com,Over 20 years,N,Own,60,5,10,133,0,65,Y,N,Y,N,Greek,Y,Low-end,134136,38631,102474,3327,923,2542,Y,1,-79.38538,43.64875
871,CAFE LANDWER,Lavone Blanda,1912 AVENUE RD,1835266492,5434714615,xtynjk@xv.srq,yU8J8bZ158Yvf @ gwj .com,11-20 years,N,Own,69,14,3,118,57,73,Y,Y,Y,N,Mediterranean,N,Low-end,129022,49458,43204,4727,1446,1583,N,0,-79.41989,43.73333
872,CAFE MAXIM'S PATISSERIE,Damion Schoen,676B FINCH AVE E,5122614729,5648961758,nu@t.tfv,WN7NOtB3JRWf1 @ jlg .com,1-5 years,N,Lease,14,17,65,118,23,60,Y,N,Y,Y,Greek,Y,High-end,692097,369897,385994,16286,9579,9083,Y,1,-79.38066,43.78798
873,CAFE MOI,Efren Cruickshank,1200 BAY ST,5728969714,7533712475,ydwt@cw.kyp,TDHrY7T9nqyyo @ dvz .com,Under 1 year,Y,Lease,8,16,31,116,36,71,Y,N,Y,N,Greek,Y,Low-end,233651,9349,208709,8160,1446,7289,Y,4,-79.38991,43.66999
874,CAFE MONDIALE,Robt Schiller,1947 SHEPPARD AVE W,5428213791,3858352694,tsjwihpdxq@qkndwxif.tdk,NA,Under 1 year,N,Own,27,11,5,89,42,75,Y,Y,N,N,Vietnamese,Y,Average,440567,2293,1545,12685,2293,44,N,0,-79.51133,43.73924
875,CAFE NEON,Forrest Metz,241 WALLACE AVE,3651982679,3568564267,qshfupo@letn.uzb,aYn3s7ybMtMab @ obz .com,1-5 years,N,Own,28,5,21,103,39,58,N,N,Y,N,Greek,N,Average,320910,75610,292467,6540,3499,5961,Y,2,-79.44644,43.66183
876,CAFE NEON,Bao Haag,1024 QUEEN ST W,6388543758,6918692597,kn@mirqkfjes.kel,DPn94zQgsRPwX @ olo .com,6-10 years,N,"Lease, want to purchase",64,2,51,80,6,52,Y,N,Y,N,Japanese,N,High-end,616602,173867,393053,21895,708,13957,Y,5,-79.41917,43.64416
877,CAFE NICOLE,Nada Reinger,45 THE ESPLANADE,7329744716,2715932987,cdhujqavs@eaimoghnu.lez,uNG9Bj7MU8fhP @ yhk .com,6-10 years,N,Lease,41,11,4,98,56,64,Y,N,Y,N,Others,N,Low-end,212482,57917,59432,5045,455,1411,N,0,-79.37439,43.64674
878,CAFE O'EATS,Tawana Goodwin,30 ISABELLA ST,8421492738,4364313492,gmufixwke@vfsxatmjnu.pfr,HhmrWuROcBSSa @ hod .com,Over 20 years,N,Own,55,15,12,123,42,83,Y,Y,Y,N,Others,Y,Average,450798,15230,17347,14963,1944,575,N,0,-79.38434,43.6681
879,CAFE ON THE HILL,Miss Stehr,916 EGLINTON AVE W,8248341579,1292165978,k@trfoa.aqc,Qzxn4fZjeC1tU @ psf .com,1-5 years,N,Own,67,7,9,157,39,65,Y,Y,N,N,Chinese,Y,Low-end,276638,49183,43227,8286,4061,1294,N,0,-79.36176,43.71446
880,CAFE ON THE SQUARE,Darcel Muller,100 QUEEN ST W,9717282896,7695698674,hytcfswvlg@v.bsu,NbvEmrOEK5hcV @ mjy .com,6-10 years,Y,Own,60,4,50,82,58,59,Y,Y,N,N,Japanese,N,Average,496963,58000,263724,20236,5340,10739,Y,4,-79.38411,43.65351
881,CAFE ORO DI NAPOLI,Desmond Barton,75 JARVIS ST,5818693268,8594152163,jgdo@lnjheair.keu,NA,6-10 years,N,Lease,60,5,65,156,37,69,Y,Y,Y,Y,American,N,Average,400133,195390,145681,17359,1657,6320,Y,2,-79.3721,43.65125
